Time(s),CTSresistance,PatientWeight(kg),HeartRate(1/min),HeartStrokeVolume(mL),BloodVolume(L),ExtravascularFluidVolume(L),ArterialPressure(mmHg),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),CardiacOutput(L/min),HemoglobinContent(g),CentralVenousPressure(mmHg),PulmonaryCapillariesWedgePressure(mmHg),RespirationRate(1/min),OxygenSaturation,CarbonDioxideSaturation,TidalVolume(mL),TotalLungVolume(L),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),TranspulmonaryPressure(cmH2O),RespiratoryExchangeRatio,CoreTemperature(degC),SkinTemperature(degC),GlomerularFiltrationRate(mL/min),RenalBloodFlow(L/min),UrineProductionRate(mL/min),LeftAfferentArterioleResistance(mmHg_min/mL),RightAfferentArterioleResistance(mmHg_min/mL),OxygenConsumptionRate(mL/min),CarbonDioxideProductionRate(mL/min),LeftAlveoli-Pressure(cmH2O),LeftAlveoli-Oxygen-PartialPressure(mmHg),LeftAlveoli-CarbonDioxide-PartialPressure(mmHg),RightAlveoli-Pressure(cmH2O),RightAlveoli-Oxygen-PartialPressure(mmHg),RightAlveoli-CarbonDioxide-PartialPressure(mmHg),Trachea-Oxygen-PartialPressure(cmH2O),Trachea-CarbonDioxide-PartialPressure(cmH2O),Aorta-Oxygen-PartialPressure(mmHg),Aorta-CarbonDioxide-PartialPressure(mmHg),VenaCava-Oxygen-PartialPressure(mmHg),VenaCava-CarbonDioxide-PartialPressure(mmHg),RightTubules-Sodium-Concentration(g/L),LeftTubules-Sodium-Concentration(g/L),Oxygen-AlveolarTransfer(mL/s),CarbonDioxide-AlveolarTransfer(mL/s),Epinephrine-BloodConcentration(ug/L),LiverGlycogen(g),MuscleGlycogen(g),NeuromuscularBlockLevel,SedationLevel,LeftEyePupillaryResponse-SizeModifier,LeftEyePupillaryResponse-ReactivityModifier,RightEyePupillaryResponse-SizeModifier,RightEyePupillaryResponse-ReactivityModifier,Aorta-Prednisone-Concentration(ug/L),VenaCava-Prednisone-Concentration(ug/L),BoneVasculature-Prednisone-Concentration(ug/L),BrainVasculature-Prednisone-Concentration(ug/L),FatVasculature-Prednisone-Concentration(ug/L),GutVasculature-Prednisone-Concentration(ug/L),LeftKidneyVasculature-Prednisone-Concentration(ug/L),LeftLungVasculature-Prednisone-Concentration(ug/L),LiverVasculature-Prednisone-Concentration(ug/L),MuscleVasculature-Prednisone-Concentration(ug/L),MyocardiumVasculature-Prednisone-Concentration(ug/L),RightKidneyVasculature-Prednisone-Concentration(ug/L),RightLungVasculature-Prednisone-Concentration(ug/L),SkinVasculature-Prednisone-Concentration(ug/L),SpleenVasculature-Prednisone-Concentration(ug/L),BoneTissueExtracellular-Prednisone-Concentration(ug/L),BrainTissueExtracellular-Prednisone-Concentration(ug/L),FatTissueExtracellular-Prednisone-Concentration(ug/L),GutTissueExtracellular-Prednisone-Concentration(ug/L),LeftKidneyTissueExtracellular-Prednisone-Concentration(ug/L),LeftLungTissueExtracellular-Prednisone-Concentration(ug/L),LiverTissueExtracellular-Prednisone-Concentration(ug/L),MuscleTissueExtracellular-Prednisone-Concentration(ug/L),MyocardiumTissueExtracellular-Prednisone-Concentration(ug/L),RightKidneyTissueExtracellular-Prednisone-Concentration(ug/L),RightLungTissueExtracellular-Prednisone-Concentration(ug/L),SkinTissueExtracellular-Prednisone-Concentration(ug/L),SpleenTissueExtracellular-Prednisone-Concentration(ug/L),BoneTissueIntracellular-Prednisone-Concentration(ug/L),BrainTissueIntracellular-Prednisone-Concentration(ug/L),FatTissueIntracellular-Prednisone-Concentration(ug/L),GutTissueIntracellular-Prednisone-Concentration(ug/L),LeftKidneyTissueIntracellular-Prednisone-Concentration(ug/L),LeftLungTissueIntracellular-Prednisone-Concentration(ug/L),LiverTissueIntracellular-Prednisone-Concentration(ug/L),MuscleTissueIntracellular-Prednisone-Concentration(ug/L),MyocardiumTissueIntracellular-Prednisone-Concentration(ug/L),RightKidneyTissueIntracellular-Prednisone-Concentration(ug/L),RightLungTissueIntracellular-Prednisone-Concentration(ug/L),SkinTissueIntracellular-Prednisone-Concentration(ug/L),SpleenTissueIntracellular-Prednisone-Concentration(ug/L),Prednisone-PlasmaConcentration(ug/L),Prednisone-EffectSiteConcentration(ug/mL),Prednisone-SystemicMassCleared(ug),Prednisone-MassInBody(ug),Prednisone-LeftKidneyTissue-PartitionCoefficient,Prednisone-RightKidneyTissue-PartitionCoefficient,Prednisone-BrainTissue-PartitionCoefficient,Prednisone-RightLungTissue-PartitionCoefficient,Prednisone-LeftLungTissue-PartitionCoefficient,Prednisone-LiverTissue-PartitionCoefficient,Prednisone-BoneTissue-PartitionCoefficient,Prednisone-FatTissue-PartitionCoefficient,Prednisone-SkinTissue-PartitionCoefficient,Prednisone-MuscleTissue-PartitionCoefficient,Prednisone-SpleenTissue-PartitionCoefficient,Prednisone-GutTissue-PartitionCoefficient,Prednisone-MyocardiumTissue-PartitionCoefficient,LiverTissueIntracellular-Prednisone-MassCleared(ug),LeftKidneyTissueIntracellular-Prednisone-MassCleared(ug),RightKidneyTissueIntracellular-Prednisone-MassCleared(ug),LiverTissueIntracellular-Prednisone-MassExcreted(ug)
38.70,0,77.6,72.33,80.5,5.54,34.4,107.9,95.8,115,74.3,5.82,846,3.99,6.39,16.57,0.980,0.029,531,2.60,0.0432,7.49,5.05,0.869,36.5,31.2,145,1.25,1.563,0.0367,0.0367,259.859,240.870,1033,115,40.2,1033,116,39.9,168,44.8,95.8,39.9,37.7,44.6,2.12,2.12,4.88,-3.35,0.028456,117,592.19,0,0,0.000,0,0.000,0,737.8667,11087.1432,14.1612,96.8881,19.5963,42.1348,199.4593,4284.8668,14.7181,23.5276,91.9318,199.4593,4414.9019,40.7067,37.8017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340,1.7487,0.4505,1.8741,35.7826,3034.2374,0.4887,0.0290,3.2946,35.7826,3205.4744,0.3858,1.6726,3597.775970,3.597776,114.57,17245.35,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.04,0.04,0
38.72,0,77.6,72.33,80.5,5.54,34.4,106.1,95.8,115,74.3,5.82,846,3.99,6.39,16.57,0.980,0.029,531,2.60,0.0432,7.49,5.05,0.869,36.5,31.2,142,1.23,1.490,0.0367,0.0367,259.859,240.870,1033,115,40.3,1033,116,39.9,168,44.8,95.8,39.9,37.7,44.6,2.12,2.12,4.68,-3.94,0.028463,117,592.19,0,0,0.000,0,0.000,0,737.8667,11103.3297,14.3630,98.3612,19.8748,42.7275,201.9366,4284.6981,14.9259,23.8613,93.1843,201.9366,4415.3388,41.2631,38.3348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346,1.7810,0.4583,1.9065,36.3217,3034.2390,0.4965,0.0295,3.3502,36.3217,3206.0487,0.3922,1.7015,3606.332252,3.606332,115.04,17284.88,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.04,0.04,0
38.74,0,77.6,72.33,80.5,5.54,34.4,104.2,95.8,115,74.3,5.82,846,4.00,6.39,16.57,0.980,0.029,531,2.60,0.0432,7.49,5.05,0.869,36.5,31.2,138,1.20,1.418,0.0367,0.0367,259.859,240.870,1033,115,40.3,1033,116,39.9,168,44.8,95.8,39.9,37.7,44.6,2.12,2.12,4.68,-3.19,0.028469,117,592.19,0,0,0.000,0,0.000,0,737.8667,11119.5249,14.5598,99.8333,20.1462,43.3042,204.3511,4284.5453,15.1293,24.1864,94.4001,204.3511,4415.7566,41.8081,38.8538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352,1.8135,0.4661,1.9385,36.8564,3034.2405,0.5043,0.0300,3.4050,36.8564,3206.5931,0.3986,1.7300,3614.889279,3.614889,115.51,17324.41,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.04,0.04,0
38.76,0,77.6,72.33,80.5,5.54,34.4,102.5,95.8,115,74.3,5.82,846,3.99,6.39,16.57,0.980,0.029,531,2.60,0.0432,7.49,5.06,0.869,36.5,31.2,134,1.18,1.348,0.0367,0.0367,259.859,240.870,1033,115,40.3,1033,116,40.0,169,44.6,95.8,39.9,37.7,44.6,2.12,2.12,4.48,-3.86,0.028474,117,592.19,0,0,0.000,0,0.000,0,737.8667,11135.7279,14.7516,101.3001,20.4107,43.8654,206.7053,4284.4071,15.3283,24.5032,95.5806,206.7053,4416.1637,42.3420,39.3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358,1.8460,0.4738,1.9701,37.3867,3034.2421,0.5122,0.0305,3.4592,37.3867,3207.1094,0.4050,1.7582,3623.447031,3.623447,115.98,17363.94,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.04,0.04,0
38.78,0,77.6,72.33,80.5,5.54,34.4,100.7,95.8,115,74.3,5.82,846,3.99,6.39,16.57,0.980,0.029,531,2.60,0.0432,7.49,5.08,0.869,36.5,31.2,131,1.16,1.280,0.0367,0.0367,259.859,240.870,1033,115,40.3,1033,116,39.9,169,43.8,95.8,39.9,37.7,44.6,2.12,2.12,4.49,-3.17,0.028478,117,592.19,0,0,0.000,0,0.000,0,737.8667,11151.9667,14.9387,102.7583,20.6686,44.4116,209.0015,4306.5640,15.5231,24.8119,96.7271,209.0015,4440.2985,42.8653,39.8505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364,1.8785,0.4814,2.0013,37.9123,3034.2436,0.5201,0.0310,3.5127,37.9123,3207.6067,0.4113,1.7860,3632.005485,3.632005,116.45,17403.47,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.04,0.04,0
38.80,0,77.6,72.33,80.5,5.54,34.4,99.1,95.8,115,74.3,5.82,846,3.98,6.39,16.57,0.980,0.029,531,2.61,0.0432,7.49,5.10,0.869,36.5,31.2,128,1.14,1.214,0.0367,0.0367,259.859,240.870,1033,115,40.3,1033,116,40.0,171,42.0,95.8,39.9,37.7,44.6,2.12,2.12,4.30,-3.80,0.028481,117,592.19,0,0,0.000,0,0.000,0,737.8667,11168.2596,15.1210,104.2052,20.9199,44.9433,211.2417,4363.5333,15.7138,25.1128,97.8409,211.2417,4501.6781,43.3782,40.3293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369,1.9109,0.4888,2.0320,38.4334,3034.2452,0.5280,0.0315,3.5655,38.4334,3208.0970,0.4176,1.8135,3640.564443,3.640564,116.92,17443.00,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.04,0.04,0
38.82,0,77.6,72.33,80.5,5.54,34.4,97.4,95.8,115,74.3,5.82,846,3.97,6.39,16.57,0.980,0.029,531,2.61,0.0432,7.49,5.13,0.869,36.5,31.2,125,1.12,1.149,0.0367,0.0367,259.859,240.870,1033,115,40.3,1033,116,39.9,174,39.3,95.8,39.9,37.7,44.6,2.12,2.12,4.31,-3.08,0.028482,117,592.19,0,0,0.000,0,0.000,0,737.8667,11184.6157,15.2988,105.6386,21.1650,45.4608,213.4278,4410.0269,15.9006,25.4061,98.9231,213.4278,4552.0387,43.8811,40.7954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,1.9432,0.4962,2.0623,38.9498,3034.2468,0.5360,0.0319,3.6175,38.9498,3208.5767,0.4238,1.8406,3649.123638,3.649124,117.39,17482.53,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.04,0.04,0
38.84,0,77.6,72.33,80.5,5.54,34.4,95.9,95.8,115,74.3,5.82,846,3.96,6.39,16.57,0.980,0.029,531,2.62,0.0432,7.49,5.17,0.869,36.5,31.2,121,1.10,1.086,0.0367,0.0367,259.859,240.870,1033,115,40.3,1033,116,40.0,178,35.7,95.8,39.9,37.7,44.6,2.12,2.12,4.13,-3.71,0.028483,117,592.19,0,0,0.000,0,0.000,0,737.8667,11201.0390,15.4722,107.0569,21.4039,45.9647,215.5616,4439.6757,16.0835,25.6921,99.9750,215.5616,4584.3819,44.3742,41.2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380,1.9754,0.5035,2.0922,39.4614,3034.2484,0.5441,0.0324,3.6688,39.4614,3209.0407,0.4300,1.8673,3657.683170,3.657683,117.86,17522.06,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.04,0.04,0
38.86,0,77.6,72.33,80.5,5.54,34.4,94.3,95.8,115,74.3,5.82,846,3.95,6.39,16.57,0.980,0.029,531,2.63,0.0432,7.49,5.21,0.869,36.5,31.2,118,1.08,1.025,0.0367,0.0367,259.859,240.870,1033,115,40.3,1033,116,40.0,183,31.7,95.8,39.9,37.7,44.6,2.12,2.12,4.15,-3.04,0.028482,117,592.19,0,0,0.000,0,0.000,0,737.8667,11217.5306,15.6413,108.4586,21.6369,46.4554,217.6450,4456.2669,16.2626,25.9708,100.9975,217.6450,4602.6732,44.8579,41.6914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386,2.0074,0.5107,2.1217,39.9682,3034.2499,0.5522,0.0329,3.7193,39.9682,3209.4858,0.4361,1.8936,3666.243165,3.666243,118.33,17561.58,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.04,0.04,0
38.88,0,77.6,72.33,80.5,5.54,34.4,92.8,95.8,115,74.3,5.82,846,3.95,6.39,16.57,0.980,0.029,531,2.64,0.0432,7.49,5.25,0.869,36.5,31.2,115,1.06,0.966,0.0367,0.0367,259.859,240.870,1033,115,40.3,1033,116,40.0,187,27.6,95.8,39.9,37.7,44.6,2.12,2.12,3.99,-3.68,0.028481,117,592.19,0,0,0.000,0,0.000,0,737.8667,11234.0899,15.8063,109.8429,21.8641,46.9332,219.6796,4465.1726,16.4381,26.2426,101.9917,219.6796,4612.6629,45.3323,42.1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391,2.0392,0.5178,2.1507,40.4703,3034.2515,0.5603,0.0333,3.7692,40.4703,3209.9108,0.4422,1.9195,3674.803708,3.674804,118.81,17601.11,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.04,0.04,0
38.90,0,77.6,72.33,80.5,5.54,34.4,91.3,95.8,115,74.3,5.82,846,3.94,6.39,16.57,0.980,0.029,531,2.65,0.0432,7.49,5.30,0.869,36.5,31.2,113,1.05,0.908,0.0367,0.0367,259.859,240.870,1033,115,40.3,1033,116,39.9,192,23.5,95.8,39.9,37.7,44.6,2.12,2.12,4.03,-3.04,0.028478,117,592.19,0,0,0.000,0,0.000,0,737.8667,11250.7156,15.9672,111.2089,22.0857,47.3985,221.6670,4470.0887,16.6100,26.5077,102.9586,221.6670,4618.3281,45.7978,42.5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397,2.0707,0.5248,2.1793,40.9674,3034.2531,0.5684,0.0338,3.8182,40.9674,3210.3157,0.4483,1.9450,3683.364835,3.683365,119.28,17640.63,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.04,0.04,0
38.92,0,77.6,72.33,80.5,5.54,34.4,89.9,95.8,115,74.3,5.82,846,3.93,6.39,16.57,0.980,0.029,531,2.66,0.0432,7.49,5.35,0.869,36.5,31.2,110,1.03,0.852,0.0367,0.0367,259.859,240.870,1033,115,40.3,1033,116,40.0,196,19.7,95.8,39.9,37.7,44.6,2.12,2.12,3.87,-3.69,0.028475,117,592.19,0,0,0.000,0,0.000,0,737.8667,11267.4061,16.1241,112.5561,22.3018,47.8518,223.6087,4473.0335,16.7784,26.7662,103.8992,223.6087,4621.8460,46.2547,42.9501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402,2.1020,0.5317,2.2075,41.4597,3034.2546,0.5766,0.0342,3.8665,41.4597,3210.7009,0.4543,1.9701,3691.926552,3.691927,119.75,17680.16,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.04,0.04,0
38.94,0,77.6,72.33,80.5,5.54,34.4,88.5,95.8,115,74.3,5.82,846,3.93,6.39,16.57,0.980,0.029,531,2.67,0.0432,7.49,5.40,0.869,36.5,31.2,107,1.01,0.797,0.0367,0.0367,259.859,240.870,1033,115,40.3,1033,116,39.9,199,16.3,95.8,39.9,37.7,44.6,2.12,2.12,3.91,-3.07,0.028471,117,592.19,0,0,0.000,0,0.000,0,737.8667,11284.1595,16.2772,113.8841,22.5126,48.2933,225.5062,4475.0129,16.9434,27.0182,104.8142,225.5062,4624.3027,46.7031,43.3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407,2.1331,0.5385,2.2352,41.9471,3034.2562,0.5849,0.0347,3.9141,41.9471,3211.0674,0.4603,1.9948,3700.488852,3.700489,120.23,17719.68,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.05,0.05,0
38.96,0,77.6,72.33,80.5,5.54,34.4,87.1,95.8,115,74.3,5.82,846,3.92,6.39,16.57,0.980,0.029,531,2.68,0.0432,7.49,5.45,0.869,36.5,31.2,105,1.00,0.744,0.0367,0.0367,259.859,240.870,1033,115,40.3,1033,116,39.9,203,13.3,95.8,39.9,37.7,44.6,2.12,2.12,3.77,-3.73,0.028466,117,592.19,0,0,0.000,0,0.000,0,737.8667,11300.9739,16.4265,115.1927,22.7181,48.7233,227.3610,4476.5131,17.1052,27.2640,105.7047,227.3610,4626.2235,47.1433,43.7360,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412,2.1639,0.5452,2.2624,42.4295,3034.2578,0.5931,0.0351,3.9609,42.4295,3211.4160,0.4662,2.0192,3709.051720,3.709052,120.71,17759.20,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.05,0.05,0
38.98,0,77.6,72.33,80.5,5.54,34.4,85.8,95.8,115,74.3,5.82,846,3.91,6.39,16.57,0.980,0.029,531,2.69,0.0432,7.49,5.50,0.869,36.5,31.2,102,0.98,0.692,0.0367,0.0367,259.859,240.870,1033,115,40.2,1033,116,39.9,205,10.8,95.8,39.9,37.7,44.6,2.12,2.12,3.81,-3.12,0.028460,117,592.19,0,0,0.000,0,0.000,0,737.8667,11317.8474,16.5722,116.4818,22.9187,49.1423,229.1743,4477.7678,17.2638,27.5038,106.5713,229.1743,4627.8619,47.5755,44.1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417,2.1945,0.5517,2.2892,42.9071,3034.2594,0.6014,0.0355,4.0069,42.9071,3211.7476,0.4721,2.0431,3717.615138,3.717615,121.18,17798.72,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.05,0.05,0
39.00,0,77.6,72.33,80.5,5.54,34.4,84.5,95.8,115,74.3,5.82,846,3.91,6.39,16.57,0.980,0.029,531,2.70,0.0432,7.49,5.55,0.869,36.5,31.2,99,0.96,0.642,0.0367,0.0367,259.859,240.870,1033,115,40.2,1033,116,39.9,208,8.8,95.8,39.9,37.7,44.6,2.12,2.12,3.66,-3.78,0.028453,117,592.19,0,0,0.000,0,0.000,0,737.8667,11334.7781,16.7144,117.7513,23.1144,49.5505,230.9476,4478.8910,17.4192,27.7377,107.4149,230.9476,4629.3414,48.0000,44.4822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422,2.2247,0.5582,2.3156,43.3797,3034.2610,0.6097,0.0359,4.0522,43.3797,3212.0630,0.4779,2.0667,3726.179087,3.726179,121.66,17838.24,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.05,0.05,0
39.02,0,77.6,72.33,80.5,5.54,34.4,83.3,95.8,115,74.3,5.82,846,3.90,6.39,16.57,0.980,0.029,531,2.71,0.0432,7.49,5.61,0.869,36.5,31.2,97,0.95,0.593,0.0367,0.0367,259.890,241.044,1033,115,40.1,1033,116,39.8,210,7.1,95.8,39.9,37.7,44.6,2.12,2.12,3.70,-3.17,0.028445,117,592.19,0,0,0.000,0,0.000,0,737.8667,11351.7643,16.8531,119.0014,23.3052,49.9483,232.6820,4479.9385,17.5716,27.9658,108.2362,232.6820,4630.7235,48.4169,44.8411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427,2.2547,0.5646,2.3415,43.8475,3034.2625,0.6180,0.0363,4.0968,43.8475,3212.3631,0.4837,2.0898,3734.743549,3.734744,122.14,17877.76,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.05,0.05,0
39.04,0,77.6,72.33,80.5,5.54,34.4,82.0,95.8,115,74.3,5.82,846,3.90,6.39,16.57,0.980,0.029,531,2.72,0.0432,7.49,5.66,0.869,36.5,31.2,95,0.93,0.545,0.0367,0.0367,259.890,241.044,1033,115,40.1,1033,116,39.8,211,5.7,95.8,39.9,37.7,44.6,2.12,2.12,3.56,-3.83,0.028437,117,592.19,0,0,0.000,0,0.000,0,737.8667,11368.8041,16.9884,120.2322,23.4914,50.3358,234.3787,4480.9386,17.7210,28.1884,109.0360,234.3787,4632.0394,48.8265,45.1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431,2.2844,0.5708,2.3670,44.3103,3034.2641,0.6263,0.0367,4.1406,44.3103,3212.6487,0.4894,2.1125,3743.308506,3.743309,122.62,17917.28,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.05,0.05,0
39.06,0,77.6,72.33,80.5,5.54,34.4,80.8,95.8,115,74.3,5.82,846,3.90,6.39,16.57,0.980,0.029,531,2.73,0.0432,7.49,5.72,0.869,36.5,31.2,92,0.92,0.498,0.0367,0.0367,259.890,241.044,1033,115,40.0,1033,116,39.7,212,4.6,95.8,39.9,37.7,44.6,2.12,2.12,3.60,-3.22,0.028428,117,592.19,0,0,0.000,0,0.000,0,737.8667,11385.8958,17.1204,121.4438,23.6731,50.7135,236.0390,4481.9056,17.8675,28.4055,109.8149,236.0390,4633.3056,49.2290,45.5317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436,2.3138,0.5770,2.3921,44.7682,3034.2657,0.6347,0.0371,4.1837,44.7682,3212.9206,0.4951,2.1349,3751.873939,3.751874,123.10,17956.80,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.05,0.05,0
39.08,0,77.6,72.33,80.5,5.54,34.4,79.7,95.8,115,74.3,5.82,846,3.89,6.39,16.57,0.980,0.029,531,2.74,0.0432,7.49,5.78,0.869,36.5,31.2,90,0.90,0.453,0.0367,0.0367,259.890,241.044,1033,116,40.0,1033,117,39.7,213,3.7,95.8,39.9,37.7,44.6,2.12,2.12,3.46,-3.87,0.028418,117,592.19,0,0,0.000,0,0.000,0,737.8667,11403.0378,17.2493,122.6365,23.8503,51.0815,237.6638,4482.8472,18.0111,28.6173,110.5736,237.6638,4634.5309,49.6245,45.8639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441,2.3429,0.5831,2.4167,45.2213,3034.2673,0.6431,0.0375,4.2260,45.2213,3213.1794,0.5007,2.1568,3760.439830,3.760440,123.58,17996.32,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.05,0.05,0
39.10,0,77.6,72.33,80.5,5.54,34.4,78.5,95.8,115,74.3,5.82,846,3.89,6.39,16.57,0.980,0.029,531,2.76,0.0432,7.49,5.83,0.869,36.5,31.2,88,0.89,0.408,0.0367,0.0367,259.890,241.044,1033,116,39.9,1033,116,39.6,214,3.0,95.8,39.9,37.7,44.6,2.12,2.12,3.51,-3.26,0.028408,117,592.19,0,0,0.000,0,0.000,0,737.8667,11420.2284,17.3750,123.8105,24.0233,51.4401,239.2543,4483.7674,18.1521,28.8239,111.3127,239.2543,4635.7205,50.0132,46.1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445,2.3718,0.5890,2.4408,45.6696,3034.2688,0.6515,0.0379,4.2677,45.6696,3213.4258,0.5063,2.1784,3769.006163,3.769006,124.06,18035.84,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.05,0.05,0
39.12,0,77.6,72.33,80.5,5.54,34.4,77.4,95.8,115,74.3,5.82,846,3.89,6.39,16.57,0.980,0.029,531,2.77,0.0432,7.49,5.89,0.869,36.5,31.2,86,0.88,0.365,0.0367,0.0367,259.890,241.044,1033,116,39.9,1033,117,39.6,215,2.4,95.8,39.9,37.7,44.6,2.12,2.12,3.36,-3.89,0.028396,117,592.19,0,0,0.000,0,0.000,0,737.8667,11437.4660,17.4976,124.9660,24.1920,51.7897,240.8115,4484.6729,18.2903,29.0255,112.0328,240.8115,4636.8824,50.3954,46.5033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450,2.4003,0.5949,2.4645,46.1130,3034.2704,0.6599,0.0383,4.3085,46.1130,3213.6604,0.5119,2.1996,3777.572920,3.777573,124.54,18075.35,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.05,0.05,0
39.14,0,77.6,72.33,80.5,5.54,34.4,76.3,95.8,115,74.3,5.82,846,3.89,6.39,16.57,0.980,0.029,531,2.78,0.0432,7.49,5.94,0.869,36.5,31.2,84,0.86,0.324,0.0367,0.0367,259.890,241.044,1033,116,39.8,1033,117,39.5,215,2.0,95.8,39.9,37.7,44.6,2.12,2.12,3.41,-3.28,0.028385,117,592.19,0,0,0.000,0,0.000,0,737.8667,11454.7540,17.6173,126.1034,24.3567,52.1303,242.3363,4484.7042,18.4259,29.2221,112.7345,242.3363,4637.0962,50.7711,46.8109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454,2.4286,0.6007,2.4878,46.5517,3034.2720,0.6684,0.0387,4.3487,46.5517,3213.8838,0.5174,2.2204,3786.140088,3.786140,125.02,18114.87,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,0.00,0.05,0.05,0
